0,1,2,3,4,5,6,7,8,9,10
turkey,frozen potato products,butter,frozen dessert,,,,,,,
sausage,frozen vegetables,specialty vegetables,,,,,,,,
butter milk,bottled water,,,,,,,,,
bathroom cleaner,other vegetables,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
brandy,pastry,,,,,,,,,
beef,pot plants,frozen meals,,,,,,,,
sausage,cream cheese ,,,,,,,,,
yogurt,baking powder,,,,,,,,,
butter milk,yogurt,yogurt,margarine,,,,,,,
pip fruit,frankfurter,whole milk,cream cheese ,,,,,,,
citrus fruit,citrus fruit,bottled water,pastry,,,,,,,
tropical fruit,frozen dessert,napkins,,,,,,,,
citrus fruit,brown bread,cat food,,,,,,,,
tropical fruit,soda,,,,,,,,,
canned beer,sausage,butter,other vegetables,salty snack,,,,,,
rolls/buns,pip fruit,,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
bottled water,canned beer,,,,,,,,,
curd cheese,pastry,,,,,,,,,
sausage,brandy,,,,,,,,,
UHT-milk,yogurt,,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
butter,soda,,,,,,,,,
meat,grapes,,,,,,,,,
other vegetables,oil,,,,,,,,,
root vegetables,pasta,pip fruit,red/blush wine,,,,,,,
processed cheese,rolls/buns,canned fish,,,,,,,,
detergent,fruit/vegetable juice,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
onions,candy,,,,,,,,,
soda,curd,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
whole milk,female sanitary products,,,,,,,,,
yogurt,frozen potato products,,,,,,,,,
other vegetables,frankfurter,other vegetables,newspapers,spread cheese,,,,,,
soda,margarine,,,,,,,,,
pip fruit,whole milk,rolls/buns,,,,,,,,
dessert,root vegetables,,,,,,,,,
house keeping products,cat food,,,,,,,,,
canned beer,whole milk,,,,,,,,,
root vegetables,bottled water,whipped/sour cream,,,,,,,,
hard cheese,shopping bags,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
artif. sweetener,curd,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
spread cheese,specialty chocolate,,,,,,,,,
beef,ice cream,dish cleaner,,,,,,,,
sausage,specialty bar,,,,,,,,,
frankfurter,citrus fruit,yogurt,frozen vegetables,,,,,,,
cream cheese ,newspapers,,,,,,,,,
male cosmetics,canned beer,,,,,,,,,
cream,newspapers,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
ham,curd cheese,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
bottled water,liquor (appetizer),,,,,,,,,
sweet spreads,butter,,,,,,,,,
misc. beverages,tea,,,,,,,,,
sausage,detergent,,,,,,,,,
frankfurter,coffee,,,,,,,,,
berries,margarine,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
curd,tropical fruit,,,,,,,,,
shopping bags,skin care,,,,,,,,,
finished products,whipped/sour cream,,,,,,,,,
other vegetables,rice,specialty fat,,,,,,,,
shopping bags,whole milk,,,,,,,,,
other vegetables,salty snack,pickled vegetables,,,,,,,,
mustard,whole milk,,,,,,,,,
tropical fruit,napkins,long life bakery product,,,,,,,,
semi-finished bread,salty snack,waffles,frozen dessert,,,,,,,
sausage,sliced cheese,,,,,,,,,
shopping bags,whole milk,domestic eggs,,,,,,,,
whole milk,pork,,,,,,,,,
sausage,dessert,,,,,,,,,
pip fruit,tidbits,,,,,,,,,
sausage,cream,,,,,,,,,
other vegetables,Instant food products,sugar,,,,,,,,
UHT-milk,cooking chocolate,,,,,,,,,
specialty cheese,misc. beverages,,,,,,,,,
frozen dessert,yogurt,,,,,,,,,
ice cream,candy,canned beer,,,,,,,,
frankfurter,margarine,,,,,,,,,
canned fish,shopping bags,,,,,,,,,
photo/film,domestic eggs,cocoa drinks,,,,,,,,
cream cheese ,pip fruit,cat food,shopping bags,,,,,,,
rolls/buns,liquor,curd,other vegetables,,,,,,,
tropical fruit,pastry,,,,,,,,,
oil,bottled beer,yogurt,,,,,,,,
butter milk,other vegetables,,,,,,,,,
long life bakery product,whole milk,,,,,,,,,
hamburger meat,beef,bottled beer,whole milk,chocolate,,,,,,
rolls/buns,grapes,,,,,,,,,
frankfurter,rolls/buns,shopping bags,margarine,,,,,,,
tropical fruit,sugar,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
newspapers,berries,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
tropical fruit,flour,,,,,,,,,
beef,yogurt,,,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
pastry,other vegetables,,,,,,,,,
curd,soda,sugar,specialty chocolate,artif. sweetener,,,,,,
specialty bar,other vegetables,,,,,,,,,
margarine,cat food,,,,,,,,,
ice cream,shopping bags,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
tropical fruit,flower soil/fertilizer,flour,specialty bar,,,,,,,
long life bakery product,butter milk,Instant food products,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
curd,domestic eggs,,,,,,,,,
meat,liquor,,,,,,,,,
rolls/buns,frozen vegetables,pot plants,pastry,,,,,,,
butter milk,oil,,,,,,,,,
whole milk,bottled water,,,,,,,,,
shopping bags,root vegetables,sliced cheese,,,,,,,,
other vegetables,berries,candy,sliced cheese,,,,,,,
sausage,whole milk,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
coffee,yogurt,,,,,,,,,
photo/film,beverages,bottled beer,,,,,,,,
frankfurter,long life bakery product,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
chicken,bottled beer,,,,,,,,,
butter,rolls/buns,cream cheese ,flour,,,,,,,
whole milk,coffee,,,,,,,,,
rolls/buns,flower (seeds),,,,,,,,,
meat,root vegetables,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
butter milk,hard cheese,,,,,,,,,
citrus fruit,hamburger meat,tea,root vegetables,sugar,shopping bags,,,,,
beef,specialty bar,white bread,,,,,,,,
yogurt,whole milk,onions,sugar,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
whole milk,soda,,,,,,,,,
beverages,other vegetables,curd,,,,,,,,
frankfurter,other vegetables,cream cheese ,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
finished products,other vegetables,,,,,,,,,
herbs,soft cheese,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
onions,onions,,,,,,,,,
candy,pastry,napkins,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
sausage,chocolate,newspapers,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
salty snack,white bread,,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
butter,specialty chocolate,,,,,,,,,
rolls/buns,whole milk,semi-finished bread,processed cheese,,,,,,,
other vegetables,other vegetables,soda,dish cleaner,,,,,,,
whole milk,whole milk,,,,,,,,,
beef,ice cream,,,,,,,,,
hard cheese,mayonnaise,,,,,,,,,
dog food,canned beer,,,,,,,,,
yogurt,beef,,,,,,,,,
pork,bottled beer,,,,,,,,,
canned fish,rolls/buns,,,,,,,,,
canned beer,curd,,,,,,,,,
tropical fruit,other vegetables,dessert,,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
long life bakery product,other vegetables,,,,,,,,,
whole milk,pip fruit,detergent,,,,,,,,
cream cheese ,pickled vegetables,,,,,,,,,
dessert,butter milk,,,,,,,,,
meat,root vegetables,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
meat,rolls/buns,soda,,,,,,,,
tropical fruit,dessert,,,,,,,,,
frankfurter,pastry,,,,,,,,,
sausage,yogurt,,,,,,,,,
salt,canned beer,roll products ,,,,,,,,
beef,specialty chocolate,,,,,,,,,
citrus fruit,whole milk,pastry,other vegetables,,,,,,,
sausage,curd,,,,,,,,,
pip fruit,other vegetables,whole milk,whipped/sour cream,,,,,,,
yogurt,root vegetables,,,,,,,,,
fruit/vegetable juice,dessert,,,,,,,,,
butter,dog food,,,,,,,,,
whole milk,frozen vegetables,soda,UHT-milk,,,,,,,
whole milk,chocolate,,,,,,,,,
softener,yogurt,cling film/bags,,,,,,,,
yogurt,brown bread,newspapers,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
whole milk,cream cheese ,soda,,,,,,,,
pastry,bottled beer,,,,,,,,,
beverages,root vegetables,frozen meals,,,,,,,,
tropical fruit,other vegetables,soft cheese,,,,,,,,
whole milk,yogurt,,,,,,,,,
bottled water,root vegetables,bottled beer,pastry,,,,,,,
dessert,domestic eggs,candles,whole milk,,,,,,,
chicken,waffles,,,,,,,,,
butter,yogurt,,,,,,,,,
root vegetables,bottled water,waffles,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
white bread,candy,,,,,,,,,
soda,oil,,,,,,,,,
rolls/buns,pet care,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
sausage,curd,salty snack,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
citrus fruit,beef,citrus fruit,whipped/sour cream,dishes,bottled beer,whole milk,,,,
frankfurter,canned beer,,,,,,,,,
pastry,napkins,pastry,,,,,,,,
cream cheese ,frozen vegetables,sugar,coffee,,,,,,,
whole milk,shopping bags,,,,,,,,,
other vegetables,hard cheese,,,,,,,,,
rice,jam,,,,,,,,,
pip fruit,rolls/buns,whole milk,,,,,,,,
pasta,pot plants,liquor,,,,,,,,
meat,soda,,,,,,,,,
beef,citrus fruit,,,,,,,,,
pot plants,grapes,brown bread,other vegetables,kitchen towels,,,,,,
sausage,chicken,,,,,,,,,
sausage,bottled beer,dessert,butter,cream cheese ,other vegetables,canned beer,brown bread,,,
liver loaf,frozen meals,yogurt,domestic eggs,flower (seeds),coffee,,,,,
canned fruit,whole milk,,,,,,,,,
sausage,soda,,,,,,,,,
meat,ham,male cosmetics,,,,,,,,
beverages,pastry,,,,,,,,,
pork,house keeping products,,,,,,,,,
berries,grapes,other vegetables,,,,,,,,
liqueur,yogurt,,,,,,,,,
sausage,spread cheese,specialty bar,soda,,,,,,,
whole milk,soft cheese,soda,brown bread,,,,,,,
onions,onions,,,,,,,,,
cereals,sausage,tropical fruit,other vegetables,,,,,,,
beef,soda,,,,,,,,,
specialty cheese,other vegetables,,,,,,,,,
sparkling wine,chocolate,,,,,,,,,
berries,grapes,onions,,,,,,,,
root vegetables,whole milk,,,,,,,,,
sliced cheese,yogurt,,,,,,,,,
tropical fruit,frozen fish,bottled water,,,,,,,,
bottled beer,white wine,candles,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
pastry,margarine,,,,,,,,,
butter,root vegetables,,,,,,,,,
pork,liver loaf,canned beer,whole milk,,,,,,,
tropical fruit,other vegetables,hygiene articles,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
bottled water,bottled water,,,,,,,,,
whole milk,pork,brown bread,other vegetables,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
sausage,chicken,canned beer,pip fruit,,,,,,,
UHT-milk,canned fish,,,,,,,,,
yogurt,sparkling wine,,,,,,,,,
citrus fruit,pet care,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
coffee,dishes,,,,,,,,,
root vegetables,soda,dessert,,,,,,,,
grapes,packaged fruit/vegetables,detergent,,,,,,,,
rolls/buns,soda,,,,,,,,,
herbs,rolls/buns,,,,,,,,,
finished products,flower (seeds),,,,,,,,,
seasonal products,soups,,,,,,,,,
bottled water,processed cheese,,,,,,,,,
sausage,herbs,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
citrus fruit,frozen meals,coffee,seasonal products,yogurt,soups,,,,,
curd,light bulbs,,,,,,,,,
canned beer,sugar,rum,,,,,,,,
whole milk,other vegetables,,,,,,,,,
root vegetables,semi-finished bread,canned beer,newspapers,,,,,,,
shopping bags,misc. beverages,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
pip fruit,seasonal products,chocolate,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
chicken,salty snack,coffee,,,,,,,,
citrus fruit,red/blush wine,,,,,,,,,
other vegetables,other vegetables,other vegetables,hamburger meat,soda,soft cheese,waffles,,,,
butter,candy,,,,,,,,,
citrus fruit,pork,pip fruit,yogurt,brown bread,male cosmetics,,,,,
curd,brown bread,whole milk,chewing gum,,,,,,,
pot plants,liquor (appetizer),,,,,,,,,
yogurt,liqueur,,,,,,,,,
butter,frozen dessert,whole milk,,,,,,,,
tropical fruit,bottled beer,other vegetables,meat,roll products ,,,,,,
butter,male cosmetics,newspapers,,,,,,,,
butter,oil,,,,,,,,,
sausage,whole milk,,,,,,,,,
specialty cheese,meat,cat food,bottled beer,newspapers,,,,,,
tropical fruit,berries,mayonnaise,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
bottled water,specialty chocolate,,,,,,,,,
softener,salt,whole milk,,,,,,,,
soda,whole milk,newspapers,coffee,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
sausage,soda,,,,,,,,,
yogurt,ketchup,butter,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
rolls/buns,oil,yogurt,,,,,,,,
chicken,cling film/bags,,,,,,,,,
white wine,soda,,,,,,,,,
sugar,coffee,cream cheese ,bottled water,,,,,,,
citrus fruit,pastry,dish cleaner,,,,,,,,
canned beer,newspapers,,,,,,,,,
kitchen towels,shopping bags,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
shopping bags,hygiene articles,,,,,,,,,
coffee,tropical fruit,,,,,,,,,
root vegetables,grapes,,,,,,,,,
pork,bottled water,baking powder,,,,,,,,
fish,root vegetables,chocolate,,,,,,,,
tropical fruit,white bread,butter,,,,,,,,
domestic eggs,yogurt,canned beer,,,,,,,,
curd,curd,,,,,,,,,
sausage,pastry,fruit/vegetable juice,dessert,,,,,,,
pastry,red/blush wine,,,,,,,,,
fruit/vegetable juice,pasta,,,,,,,,,
root vegetables,whipped/sour cream,root vegetables,canned beer,,,,,,,
rolls/buns,citrus fruit,,,,,,,,,
whole milk,coffee,,,,,,,,,
candy,cream cheese ,brown bread,soda,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
rolls/buns,newspapers,shopping bags,,,,,,,,
pork,meat,,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
whole milk,curd,,,,,,,,,
oil,soda,waffles,,,,,,,,
rolls/buns,soda,chocolate,soda,,,,,,,
fruit/vegetable juice,brown bread,,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
sugar,bottled water,,,,,,,,,
other vegetables,dessert,other vegetables,fruit/vegetable juice,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
yogurt,tropical fruit,,,,,,,,,
whole milk,newspapers,,,,,,,,,
fruit/vegetable juice,detergent,yogurt,snack products,,,,,,,
sausage,mustard,,,,,,,,,
pastry,soda,,,,,,,,,
sausage,citrus fruit,butter,specialty bar,salty snack,,,,,,
whole milk,frozen vegetables,,,,,,,,,
yogurt,sauces,specialty chocolate,,,,,,,,
whole milk,ice cream,,,,,,,,,
coffee,domestic eggs,,,,,,,,,
dish cleaner,frozen potato products,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
bottled beer,frozen meals,,,,,,,,,
sausage,mustard,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
salty snack,pip fruit,photo/film,domestic eggs,rolls/buns,,,,,,
packaged fruit/vegetables,frozen fruits,rolls/buns,,,,,,,,
berries,rolls/buns,pastry,,,,,,,,
ham,curd,,,,,,,,,
pork,dessert,,,,,,,,,
other vegetables,curd,,,,,,,,,
nut snack,bottled water,,,,,,,,,
soda,butter,,,,,,,,,
hygiene articles,other vegetables,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
other vegetables,beverages,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
whole milk,butter,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
pip fruit,newspapers,,,,,,,,,
rolls/buns,sliced cheese,,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
whole milk,canned beer,,,,,,,,,
frankfurter,salt,,,,,,,,,
root vegetables,whipped/sour cream,chocolate,,,,,,,,
sausage,hygiene articles,,,,,,,,,
sausage,beef,,,,,,,,,
beef,whole milk,,,,,,,,,
turkey,root vegetables,,,,,,,,,
white bread,yogurt,,,,,,,,,
newspapers,whipped/sour cream,,,,,,,,,
hamburger meat,beverages,margarine,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
soda,root vegetables,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
onions,domestic eggs,shopping bags,,,,,,,,
soda,pip fruit,coffee,,,,,,,,
pip fruit,frozen meals,whole milk,rolls/buns,,,,,,,
meat,herbs,,,,,,,,,
zwieback,whole milk,domestic eggs,,,,,,,,
other vegetables,rolls/buns,brown bread,,,,,,,,
brown bread,waffles,,,,,,,,,
berries,other vegetables,,,,,,,,,
butter,shopping bags,,,,,,,,,
whole milk,chewing gum,,,,,,,,,
meat,other vegetables,,,,,,,,,
soda,frozen meals,,,,,,,,,
frankfurter,ice cream,soda,,,,,,,,
tropical fruit,curd,,,,,,,,,
semi-finished bread,nuts/prunes,butter,ice cream,,,,,,,
whole milk,root vegetables,,,,,,,,,
whole milk,bottled water,UHT-milk,candy,,,,,,,
beverages,soda,,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
frozen meals,frozen dessert,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
brown bread,fruit/vegetable juice,,,,,,,,,
liquor (appetizer),candy,misc. beverages,,,,,,,,
other vegetables,margarine,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
root vegetables,butter,,,,,,,,,
turkey,whipped/sour cream,butter,,,,,,,,
other vegetables,seasonal products,,,,,,,,,
soda,soda,,,,,,,,,
other vegetables,citrus fruit,pork,frozen vegetables,cat food,curd,spices,soda,,,
hard cheese,Instant food products,,,,,,,,,
shopping bags,whipped/sour cream,,,,,,,,,
ham,pastry,,,,,,,,,
pork,whole milk,,,,,,,,,
soda,margarine,,,,,,,,,
cat food,sparkling wine,,,,,,,,,
shopping bags,snack products,,,,,,,,,
ham,cream cheese ,,,,,,,,,
frankfurter,cream cheese ,yogurt,baking powder,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
whole milk,waffles,,,,,,,,,
frozen potato products,bottled beer,,,,,,,,,
dessert,whole milk,,,,,,,,,
whole milk,butter,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
condensed milk,yogurt,butter,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
yogurt,ice cream,,,,,,,,,
brown bread,liquor,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
liquor (appetizer),soda,,,,,,,,,
pastry,domestic eggs,napkins,,,,,,,,
candy,curd,,,,,,,,,
citrus fruit,cake bar,,,,,,,,,
canned beer,soda,,,,,,,,,
newspapers,coffee,,,,,,,,,
root vegetables,hard cheese,,,,,,,,,
frankfurter,ketchup,,,,,,,,,
brown bread,whole milk,shopping bags,,,,,,,,
yogurt,pasta,,,,,,,,,
hamburger meat,coffee,,,,,,,,,
canned beer,sugar,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
domestic eggs,citrus fruit,,,,,,,,,
jam,brown bread,yogurt,,,,,,,,
other vegetables,cooking chocolate,,,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
tropical fruit,grapes,chocolate marshmallow,yogurt,red/blush wine,brown bread,,,,,
dishes,butter milk,,,,,,,,,
cream cheese ,meat,rolls/buns,yogurt,frozen meals,whipped/sour cream,,,,,
bottled water,ham,brown bread,yogurt,,,,,,,
butter,whole milk,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
pork,beverages,frozen fish,,,,,,,,
dishes,salty snack,,,,,,,,,
pork,bottled beer,,,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
cream cheese ,soft cheese,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
UHT-milk,beverages,,,,,,,,,
other vegetables,brown bread,bottled water,specialty bar,,,,,,,
chocolate marshmallow,whole milk,whole milk,,,,,,,,
pastry,chocolate,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
frozen vegetables,pasta,,,,,,,,,
bottled water,beef,,,,,,,,,
oil,brown bread,bottled beer,,,,,,,,
salty snack,rolls/buns,,,,,,,,,
whole milk,whole milk,,,,,,,,,
beverages,domestic eggs,soda,butter milk,,,,,,,
frozen meals,abrasive cleaner,,,,,,,,,
chocolate,yogurt,,,,,,,,,
brown bread,yogurt,,,,,,,,,
hygiene articles,dessert,,,,,,,,,
specialty bar,misc. beverages,,,,,,,,,
pork,whole milk,other vegetables,tidbits,coffee,,,,,,
citrus fruit,beef,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
whole milk,canned vegetables,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
candy,soda,,,,,,,,,
dessert,soft cheese,shopping bags,,,,,,,,
beverages,root vegetables,candles,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
soda,candy,,,,,,,,,
white bread,tropical fruit,,,,,,,,,
pip fruit,whipped/sour cream,rolls/buns,,,,,,,,
nuts/prunes,margarine,,,,,,,,,
yogurt,domestic eggs,pasta,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
chocolate,margarine,,,,,,,,,
soda,fruit/vegetable juice,bottled beer,,,,,,,,
coffee,long life bakery product,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
meat,whole milk,,,,,,,,,
yogurt,butter,whole milk,,,,,,,,
specialty chocolate,brandy,,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
canned beer,brown bread,,,,,,,,,
waffles,brown bread,,,,,,,,,
whole milk,domestic eggs,pasta,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
frankfurter,butter,specialty bar,yogurt,,,,,,,
rolls/buns,red/blush wine,canned beer,,,,,,,,
beef,cream cheese ,,,,,,,,,
chewing gum,hamburger meat,candy,coffee,,,,,,,
cleaner,curd,,,,,,,,,
canned beer,butter,,,,,,,,,
soda,chocolate,,,,,,,,,
roll products ,specialty chocolate,,,,,,,,,
pork,domestic eggs,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
beef,condensed milk,,,,,,,,,
chicken,whole milk,,,,,,,,,
yogurt,softener,,,,,,,,,
other vegetables,dishes,,,,,,,,,
whole milk,soda,,,,,,,,,
citrus fruit,white wine,bottled beer,newspapers,cat food,,,,,,
herbs,whole milk,,,,,,,,,
canned beer,dessert,,,,,,,,,
other vegetables,salt,other vegetables,,,,,,,,
whole milk,soda,root vegetables,pastry,specialty fat,bottled water,napkins,tropical fruit,,,
pastry,brandy,soda,,,,,,,,
fruit/vegetable juice,flower (seeds),,,,,,,,,
yogurt,pastry,,,,,,,,,
root vegetables,tropical fruit,bottled water,white bread,processed cheese,yogurt,beverages,,,,
tropical fruit,soda,yogurt,root vegetables,yogurt,domestic eggs,white wine,photo/film,,,
cream cheese ,other vegetables,,,,,,,,,
pip fruit,margarine,specialty cheese,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
